title,creator,date,description,coverage,subject,latitude,longitude,type,format,donor,object-id,repo-id
Camp 3,,1926-08-27,"Two loggers stand in front of their bunkhouse in camp 3. In the next building over, three men, possibly cooks, stand in front of another bunkhouse. The description on the back says 'About 1 mile east of Hollywood [Idaho] Cook on left is Fred Thomas. Cook in center is Marco. Car is 1927 Chev.'",United States--Idaho--Clearwater County,loggers; lumber camp; bunkhouses; cooks,46.557151,-115.839438,image;stillimage,image/jpg,,400,plcphotos
Logging Camp in winter [01],,1930,"Loggers stand in front of log cabin bunkhouses at a logging camp near Bovill, Idaho.",United States--Idaho--Latah County,loggers; lumber camp; bunkhouses; snow,46.856411,-116.419488,image;stillimage,image/jpg,,401,plcphotos
Road construction machinery [02],,1940,A caterpillar pushes dirt and snow out of the way to make the way for a road for camp 42,United States--Idaho--Latah County,machinery; snow,46.873343,-116.419405,image;stillimage,image/jpg,,402,plcphotos
Muddy street,,1935,"A man walks on the elevated walkway between the bunkhouse to avoid the mud. The description attached to the photograph 'mud is one of the least enjoyable factors in logging camp life. Note how bunk houses are built high off the ground, with wooden walkways between.'",United States--Idaho--Clearwater County,bunkhouses; lumber camp; mud,46.621306,-115.80692,image;stillimage,image/jpg,,403,plcphotos
Log deck in Camp L,,1937,"A man and dog stand atop a log deck stacked at Camp L. Behind him are the bunkhouses for the camp. According to the description written on the envelope, these logs were ready to head down the flume.",United States--Idaho--Valley County--Swamp Creek,log (wood); log deck; loggers; bunkhouses,46.701523,-116.097197,image;stillimage,image/jpg,,404,plcphotos
Camp 6 Flunkie,,1927,A woman leans in the doorway of a bunkhouse in Camp 6. In front of her is an elevated wooden platform as well as railroad tracks.,United States--Idaho--Latah County,women; bunkhouses; rails (transit system elements),46.818325,-116.491354,image;stillimage,image/jpg,,405,plcphotos
Camp C,,1928,A view of the converted railcars that made up camp C in the Upper Basin. Running along side the bunkhouses is a wooden walkway.,United States--Idaho--Latah County--Saint Joe National Forest,bunkhouses; lumber camps,46.99658,-116.69405,image;stillimage,image/jpg,,406,plcphotos
Log scaler [02],,1970,A man uses a tool to measure a log,United States--Idaho--Shoshone County--Avery,scaling; log (wood),47.256435,-115.807472,image;stillimage,image/jpg,,407,plcphotos
Log scaler [01],,1970,A worker measures the diameter of a log,United States--Idaho--Shoshone County--Avery,scaling; log (wood); railroad cars,47.256435,-115.807472,image;stillimage,image/jpg,,408,plcphotos
Loading a truck,,1937,A logger stands and watches as a crane moves log to a truck nearly full of logs. Description on the back reads 'Linn (?) half-tank (?) truck',United States--Idaho--Clearwater County,trucks; log (wood); snow; cranes,46.697339,-116.08987,image;stillimage,image/jpg,,409,plcphotos
Clothesline in lumber camp,,1935,"A clothesline stretched from a bunkhouse to an outhouse holds the laundry for loggers in a logging camp near Headquarters, Idaho.",United States--Idaho--Clearwater County,bunkhouses; clothing; outhouses,46.628704,-115.816147,image;stillimage,image/jpg,,410,plcphotos
Horse teams,,1910,The horse teams of Camp 14.,United States--Idaho--Latah County--Saint Joe National Forest,horses; loggers; lumber camps,46.915638,-116.498151,image;stillimage,image/jpg,C. Kamsey photo,411,plcphotos
Log deck [02],,1931,Men stand next to large logs watching a crane. Snow covers everything around the site,United States--Idaho--Clearwater County--Clearwater National Forest,snow; log (wood); log deck,46.593454,-115.221372,image;stillimage,image/jpg,ABC print,412,plcphotos
Camp 34,,1935,View of Camp 34 at Mason Meadow. The bunkhouses can be seen surrounding the administrative buildings.,United States--Idaho--Latah County,bunkhouses; lumber camps,46.647427,-116.356278,image;stillimage,image/jpg,,413,plcphotos
Early Log Camp,,1924,The bunkhouses of Camp 23 on a ridge. Description on the back says 'Cp 23 in 1924 (no RR didn't get to Hdqtrs until 1927 must be 1934).',United States--Idaho--Clearwater County,snow; bunkhouses; lumber camps,46.671553,-115.864052,image;stillimage,image/jpg,,414,plcphotos
Life on a day off,,1965,"One man works on one of his boots, replacing the metal studs while behind him, another man gets his hair cut. Written on the back of the photograph 'cooking up' and 'ear lifting'",United States--Idaho--Clearwater County,logger; boots (footwear),46.714708,-115.9579,image;stillimage,image/jpg,"Bacon, William W., III",415,plcphotos
Camp 55,,1945,The converted railcars into bunkhouses of Camp 55.,United States--Idaho--Clearwater County--Clearwater National Forest,bunkhouses; lumber camps; rails (transit system elements),46.750792,-115.386133,image;stillimage,image/jpg,,416,plcphotos
Camp 2 [01],,1920,Log decks are piled in a meadow. In the distance is Camp 2.,United States--Idaho--Latah County,lumber camps; log deck,46.930231,-116.698119,image;stillimage,image/jpg,,417,plcphotos
Men in Camp 12,,1932,"'""Butch' Nolting and Nick Nollar sit with dogs Snowball and Bob in front of their bunkhouse in Camp 12.""",United States--Idaho--Clearwater County,Canis familiaris; loggers; bunkhouses,46.573011,-115.822235,image;stillimage,image/jpg,,418,plcphotos
Camp P [01],,1925,The bunkhouses of camp P are seen. Also several of the large stumps of trees that use to stand there. In the center of the photograph is part of the wooden walkway used for getting around camp in muddy times.,United States--Idaho--Clearwater County,bunkhouses; lumber camps,46.801488,-115.61808,image;stillimage,image/jpg,,419,plcphotos
Loading area of Camp 4,,1925,Several log decks are stacked near the railroad tracks awaiting transport to a mill. Already on the tracks are several cars full of logs.,United States--Idaho--Latah County,rails (transit system elements); railroads (infrastructure); lumber; log (wood),46.915845,-116.78485,image;stillimage,image/jpg,,420,plcphotos
Camp 1,,1930,"The back of the bunkhouses for camp 1. As with being in front of them, an elevated runs behind the bunkhouses to make keeping out of the mud easier.",United States--Idaho--Clearwater County,bunkhouses; lumber camps,46.529611,-115.824155,image;stillimage,image/jpg,,421,plcphotos
Sawing a tree,,1940,"'""head sawyers with 'springwood' near Camp 14' (description taken from back of photograph). One man stands behind the tree pulling a saw, while the other stands on a piece of wood inserted into the hillside'""",United States--Idaho--Latah County--Saint Joe National Forest,sawyers; loggers,46.915638,-116.498151,image;stillimage,image/jpg,,422,plcphotos
Log skidding [02],,1940,A man drives his two-horse team hitched to a log to skid it down the hillside,United States--Idaho--Clearwater County,loggers; horses; log (wood),46.76275,-115.737776,image;stillimage,image/jpg,,423,plcphotos
Train wreck [03],,1942-05-15,The wreckage of train that tipped off the tracks near camp 14.,United States--Idaho--Latah County--Saint Joe National Forest,rails (transit system elements); railroads (infrastructure); railroad cars; wrecks (sites),46.915638,-116.498151,image;stillimage,image/jpg,,424,plcphotos
Train wreck [01],,1942-05-15,Two men inspect the wreckage of a train tipping off the tracks near camp 14.,United States--Idaho--Latah County--Saint Joe National Forest,rails (transit system elements); railroads (infrastructure); railroad cars; wrecks (sites),46.915638,-116.498151,image;stillimage,image/jpg,,425,plcphotos
Camp B,,1924,"A dog and a man walk through the snow in Camp B. Written on the back is the dog's name of Spot and the man is named Bill Pook, Dove Shirkler.",United States--Idaho--Clearwater County,loggers; bunkhouses; lumber camps; snow; Canis familiaris,46.689244,-115.993032,image;stillimage,image/jpg,"Baggs, Jack T.",426,plcphotos
Large white pine trees,,1910,Two men look at the camera through a strand of white pine trees.,United States--Idaho--Clearwater County--Clearwater National Forest,white pine (plants); forests (plant communities),46.593395,-115.22119,image;stillimage,image/jpg,,427,plcphotos
Sourdough creek Dam,,1935,A man pushes logs away from the side at Sourdough Dam. To the left of the man stands a cabin,United States--Idaho--Clearwater County--Clearwater National Forest,log (wood); earth dams,46.806039,-115.604183,image;stillimage,image/jpg,ABC print,428,plcphotos
Using chainsaw to fell a tree,,1950,"a man uses a gas-powered chainsaw to cut down a tree. Written below the picture: 'Gasoline powered chain saws make short work of felling a tree. Trees are now skidded full length to the landing before being cut to log lengths., for a safer, faster, more efficient operation'",United States--Idaho--Clearwater County--Clearwater National Forest,logging; loggers; chain saws,46.806039,-115.604183,image;stillimage,image/jpg,,429,plcphotos
Cable crossing,,1950,A man driving a sky trolley carries two logs.,United States--Idaho--Clearwater County--Clearwater National Forest,trolley; skyline; logging; log (wood),46.593395,-115.22119,image;stillimage,image/jpg,,430,plcphotos
River filled with logs,,1929,"The north fork of the Clearwater river is jammed full of logs, it is impossible to see the river",United States--Idaho--Clearwater County--Clearwater National Forest,logging; log (wood); rivers,46.629933,-115.473082,image;stillimage,image/jpg,,431,plcphotos
Cutting a tree [01],,1930,"Two men use a two-person saw to cut down a large tree, while another man faces the camera.",United States--Idaho--Clearwater County--Clearwater National Forest,logging; forests (plant communities); saws; sawyers,46.806039,-115.604183,image;stillimage,image/jpg,,432,plcphotos
Lumberjack sandals,,1955,A pair of lumberjack sandals are shown. The description on the back of the photograph reads 'Loggers' sandals worn for noon hour to protect mess hall floors from boot calks.',United States--Idaho--Clearwater County,boots (footwear),46.756121,-115.938674,image;stillimage,image/jpg,,433,plcphotos
Hauling logs [02],,1925,A two horse team hauls a log of logs on a snowing road. The driver sits atop the logs. The description on the back reads 'Camp 11 H.L.Co. [Humbird Lumbr Company] load road and load logs',United States--Idaho--Latah County--Deary,horses; logging; loggers;  (plant communities); snow; sleighs,46.797477,-116.566349,image;stillimage,image/jpg,,434,plcphotos
Stump and seedling,,1975,A man stands next to a white pine stump with a seedling growing out of it.,United States--Idaho--Latah County--Bovill,white pine (plants); forests (plant communities); white pine (wood),46.852811,-116.390799,image;stillimage,image/jpg,,435,plcphotos
Marking a tree [01],,1930,Walt Fields uses a hatchet to mark a tree.,United States--Idaho--Clearwater County--Clearwater National Forest,logging; forests (plant communities); loggers; hatchets,46.806039,-115.604183,image;stillimage,image/jpg,,436,plcphotos
Building the flume,,1926-08-27,Logs are stacked to build a log flume down a mountain.,United States--Idaho--Clearwater County--Clearwater National Forest,logging; flumes; loggers; log (wood),46.593387,-115.221351,image;stillimage,image/jpg,,437,plcphotos
Falling tree [02],,1968-02-14,"A tree falls down a snowy hillside near Crystal Creek, Idaho.",United States--Idaho--Clearwater County,logging; forests (plant communities); snow,46.574284,-115.677151,image;stillimage,image/jpg,,438,plcphotos
Ash while logging,,1981,"A logger kicks up leftover ash from the Mt. St. Helens eruption. Written on the back of the photograph 'Following St. Helens' May 18 eruption last year, dust clouds rose when trees were felled at several Potlatch logging sites like this one near St. Maries, Idaho. Even now, abrasive ash clings to some of the 'limby' timber in Potlatch's Idaho forests.'",United States--Idaho--Benewah County,logging; forests (plant communities); loggers,47.321899,-116.542509,image;stillimage,image/jpg,,439,plcphotos
Precaution to ash kick-up,,1981,"'""Murl Sines, a logger based at Bovill, Idaho, was one of many employees who wore face masks for weeks or months, to reduce ash inhalation' (description taken from back of photograph)""",United States--Idaho--Latah County,logging; forest (plant communities); loggers,46.861629,-116.38449,image;stillimage,image/jpg,,440,plcphotos
